epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.7104745515060424,1.4650618476867676,60.498,50.39,12.882000000000005,7.769999999999996
2,1.4684414665222167,1.2068315662384033,50.128,39.08,8.436000000000007,4.650000000000006
3,1.2149693250656128,1.0736749696731567,39.18,33.41,4.884,3.269999999999996
4,1.087376259727478,0.9838378561019897,33.8,29.36,3.8020000000000067,2.980000000000004
5,1.0089671940803528,0.9394043676376342,30.561999999999998,27.650000000000006,3.054000000000002,2.6700000000000017
6,0.95510860622406,0.8994159136772156,28.040000000000006,26.010000000000005,2.602000000000004,2.4200000000000017
7,0.9095286760139465,0.85737758436203,26.260000000000005,24.450000000000003,2.280000000000001,2.200000000000003
8,0.8745177772712708,0.8974040084838867,24.902,26.159999999999997,1.9959999999999951,2.5799999999999983
9,0.8499122709465027,0.8153497247695923,23.628,22.450000000000003,1.8739999999999952,1.7800000000000011
10,0.8252667785453797,0.8367293138504028,22.513999999999996,22.989999999999995,1.7180000000000035,1.8100000000000023
11,0.8084582206916809,0.7974377250671387,21.843999999999994,22.060000000000002,1.7120000000000033,1.7800000000000011
12,0.7914345442581177,0.770927227973938,21.135999999999996,20.799999999999997,1.5300000000000011,1.7000000000000028
13,0.7744336718559265,0.7665515305519104,20.343999999999994,20.22,1.4620000000000033,1.730000000000004
14,0.7571058763313293,0.7740289477348328,19.569999999999993,20.36,1.4000000000000057,1.8199999999999932
15,0.7436055098342895,0.8018772981643677,18.908,21.849999999999994,1.3340000000000032,2.0900000000000034
16,0.732766971359253,0.7257751149177551,18.5,18.480000000000004,1.2800000000000011,1.5
17,0.7200483040618897,0.7473782907485962,17.998000000000005,19.17,1.1380000000000052,1.6299999999999955
18,0.7118443654251099,0.7279237982749939,17.525999999999996,18.439999999999998,1.2240000000000038,1.6400000000000006
19,0.7037377827835083,0.7468022273063659,17.342,19.319999999999993,1.0420000000000016,1.4300000000000068
20,0.6942376335716247,0.7377121751785278,16.932000000000002,18.909999999999997,1.1280000000000001,1.3299999999999983
21,0.6851452511787415,0.7159509899139405,16.498000000000005,18.480000000000004,1.0559999999999974,1.2000000000000028
22,0.6789234346580505,0.7191847114562988,16.269999999999996,18.310000000000002,1.0379999999999967,1.4200000000000017
23,0.669521717376709,0.7204874642372131,15.713999999999999,18.060000000000002,0.9440000000000026,1.3400000000000034
24,0.6694607662582397,0.7460001135826111,15.742000000000004,18.959999999999994,0.9879999999999995,2.1500000000000057
25,0.658002511177063,0.7137580462455749,15.322000000000003,17.700000000000003,0.867999999999995,1.5799999999999983
26,0.6527609759521484,0.7121273058891296,15.075999999999993,17.459999999999994,0.8700000000000045,1.6099999999999994
27,0.6453337602615357,0.7212507571220398,14.578000000000003,17.879999999999995,0.9120000000000061,1.4599999999999937
28,0.643250683479309,0.6985959387779236,14.433999999999997,17.519999999999996,0.769999999999996,1.5100000000000051
29,0.635145897693634,0.6965813070297241,14.251999999999995,17.180000000000007,0.8100000000000023,1.7199999999999989
30,0.6312334707832337,0.6734570551872253,14.135999999999996,16.620000000000005,0.7980000000000018,1.3100000000000023
31,0.6259920515823364,0.6944111525535583,13.703999999999994,17.290000000000006,0.7999999999999972,1.5
32,0.6215342958831787,0.6858600956916809,13.736000000000004,16.430000000000007,0.7240000000000038,1.2900000000000063
33,0.6155030257987976,0.690004358291626,13.322000000000003,16.909999999999997,0.7319999999999993,1.3700000000000045
34,0.6097610466957092,0.7139644689559936,13.085999999999999,17.709999999999994,0.7099999999999937,1.6800000000000068
35,0.6105231764030457,0.6765030079841614,13.097999999999999,16.099999999999994,0.6880000000000024,1.4200000000000017
36,0.608771531162262,0.6873910583496093,13.079999999999998,16.680000000000007,0.715999999999994,1.6299999999999955
37,0.60114144323349,0.7092114715576172,12.628,17.53,0.6680000000000064,1.7099999999999937
38,0.5979398329353333,0.6634738500595093,12.426000000000002,15.549999999999997,0.6899999999999977,1.4500000000000028
39,0.5954925333404542,0.6978505764007569,12.530000000000001,16.86,0.6640000000000015,1.6400000000000006
40,0.588375505619049,0.6813746749877929,12.176000000000002,16.17,0.5699999999999932,1.4300000000000068
41,0.5476116635131836,0.6440800148010254,10.482,14.689999999999998,0.4099999999999966,1.4599999999999937
42,0.5385986308670044,0.6358394654273987,9.969999999999999,14.730000000000004,0.4300000000000068,1.2900000000000063
43,0.5288126573181152,0.641165671825409,9.453999999999994,14.510000000000005,0.402000000000001,1.2999999999999972
44,0.5309851784896851,0.6572940313339234,9.513999999999996,14.780000000000001,0.3539999999999992,1.4899999999999949
45,0.5237563388824463,0.6494578054428101,9.126000000000005,14.25,0.41200000000000614,1.6299999999999955
46,0.5244992133522034,0.6384846056938172,9.256,14.079999999999998,0.34600000000000364,1.3499999999999943
47,0.5203200113105774,0.6352257904529571,9.069999999999993,13.909999999999997,0.382000000000005,1.4699999999999989
48,0.5215738533973694,0.6400061418533325,9.293999999999997,14.349999999999994,0.367999999999995,1.2900000000000063
49,0.5179601024532318,0.6313516493797302,8.921999999999997,14.060000000000002,0.3719999999999999,1.4200000000000017
50,0.5161534833908081,0.6332267882347107,8.953999999999994,14.25,0.30400000000000205,1.2099999999999937
51,0.5085861502456666,0.6441837348937989,8.572000000000003,14.700000000000003,0.3199999999999932,1.269999999999996
52,0.5124979731082916,0.6370631769180298,8.718000000000004,14.280000000000001,0.32200000000000273,1.3400000000000034
53,0.508070991306305,0.6383492767810821,8.566000000000003,14.340000000000003,0.2780000000000058,1.3799999999999955
54,0.5094140257835388,0.6317429691314698,8.549999999999997,13.950000000000003,0.347999999999999,1.269999999999996
55,0.5053979704856872,0.6378276342391968,8.447999999999993,13.86,0.3400000000000034,1.1599999999999966
56,0.5070558730506897,0.643514556980133,8.418000000000006,14.459999999999994,0.3059999999999974,1.75
57,0.5044175591850281,0.6297524848937989,8.492000000000004,13.790000000000006,0.2879999999999967,1.3199999999999932
58,0.5012463747024536,0.6444401739120483,8.170000000000002,14.290000000000006,0.3119999999999976,1.5799999999999983
59,0.5025412611293792,0.6360230681419372,8.340000000000003,14.11,0.29399999999999693,1.4300000000000068
60,0.5001684836387634,0.6335963231086731,8.177999999999997,14.069999999999993,0.2680000000000007,1.3700000000000045
61,0.5017974182224274,0.6288484714508057,8.310000000000002,13.799999999999997,0.28600000000000136,1.2900000000000063
62,0.49985393615722656,0.6321291215896606,8.030000000000001,13.980000000000004,0.30800000000000693,1.3900000000000006
63,0.4975537497329712,0.6357088422775269,7.938000000000002,14.430000000000007,0.28600000000000136,1.5400000000000063
64,0.49845102519989015,0.6369641095161438,7.980000000000004,14.040000000000006,0.29399999999999693,1.4599999999999937
65,0.49224270664215086,0.6422650424003601,7.846000000000004,14.079999999999998,0.23999999999999488,1.3299999999999983
66,0.49629624067306516,0.6485831796646118,7.992000000000004,14.290000000000006,0.2780000000000058,1.3700000000000045
67,0.4935555376625061,0.6278082804679871,7.829999999999998,13.739999999999995,0.2780000000000058,1.2000000000000028
68,0.49243919254302976,0.630611536693573,7.745999999999995,13.879999999999995,0.2540000000000049,1.3100000000000023
69,0.4942291229057312,0.633664325761795,7.757999999999996,14.049999999999997,0.2960000000000065,1.2900000000000063
70,0.49260986282348634,0.645577927017212,7.665999999999997,14.489999999999995,0.24399999999999977,1.3700000000000045
71,0.49004233716964724,0.6398944574356079,7.727999999999994,14.459999999999994,0.26200000000000045,1.4200000000000017
72,0.4902914504623413,0.623591770362854,7.721999999999994,13.950000000000003,0.27599999999999625,1.2800000000000011
73,0.4895704796218872,0.6559099558830261,7.609999999999999,14.700000000000003,0.25799999999999557,1.5499999999999972
74,0.48872273833274843,0.6252977552413941,7.579999999999998,13.549999999999997,0.2560000000000002,1.6599999999999966
75,0.48767406969070437,0.6301086223602295,7.5460000000000065,13.709999999999994,0.2600000000000051,1.5999999999999943
76,0.48438802785873414,0.6433395616531372,7.469999999999999,14.180000000000007,0.21399999999999864,1.4599999999999937
77,0.4842091739654541,0.6419261813163757,7.319999999999993,13.879999999999995,0.23999999999999488,1.4099999999999966
78,0.4874612133693695,0.6451032343864441,7.4140000000000015,14.280000000000001,0.2639999999999958,1.2800000000000011
79,0.4834737939453125,0.6577935567855835,7.359999999999999,14.459999999999994,0.2079999999999984,1.730000000000004
80,0.48477801285743716,0.6411037272453308,7.441999999999993,14.040000000000006,0.20399999999999352,1.5499999999999972
81,0.47033847496032716,0.625730756855011,6.878,13.719999999999999,0.20999999999999375,1.3100000000000023
82,0.47437587224960326,0.6311889992713928,7.079999999999998,13.579999999999998,0.23000000000000398,1.269999999999996
83,0.47074351528167724,0.6278825662612915,6.748000000000005,13.530000000000001,0.19599999999999795,1.3199999999999932
84,0.4714679695224762,0.6236613749027252,6.745999999999995,13.739999999999995,0.22400000000000375,1.5600000000000023
85,0.47117752298355103,0.628653502368927,6.725999999999999,13.739999999999995,0.21999999999999886,1.3299999999999983
86,0.46873405895233156,0.652308395576477,6.804000000000002,14.349999999999994,0.2079999999999984,1.9000000000000057
87,0.4679689750099182,0.6347179012298584,6.563999999999993,13.560000000000002,0.1880000000000024,1.8799999999999955
88,0.4702046654701233,0.6239936051368713,6.769999999999996,13.14,0.1979999999999933,1.269999999999996
89,0.46703842443466187,0.6322043255805969,6.5660000000000025,13.61,0.20199999999999818,1.4599999999999937
90,0.4646390874099731,0.6320403964042663,6.501999999999995,13.64,0.21399999999999864,1.4899999999999949
91,0.4683039613342285,0.6259303606987,6.573999999999998,13.730000000000004,0.18999999999999773,1.3799999999999955
92,0.46606168495178224,0.6340640296936035,6.599999999999994,13.930000000000007,0.20399999999999352,1.1200000000000045
93,0.4668034744930267,0.6403728204727173,6.560000000000002,13.700000000000003,0.20399999999999352,1.4500000000000028
94,0.4684050623893738,0.6419834285259247,6.641999999999996,14.219999999999999,0.20600000000000307,1.4000000000000057
95,0.46221118841171266,0.63809839553833,6.3160000000000025,13.519999999999996,0.17799999999999727,1.7399999999999949
96,0.4642752815628052,0.6296705787181854,6.445999999999998,13.790000000000006,0.2259999999999991,1.3100000000000023
97,0.4637677254295349,0.6468387563705444,6.424000000000007,13.819999999999993,0.17600000000000193,1.7099999999999937
98,0.4656962302017212,0.6457342053413391,6.510000000000005,14.11,0.19199999999999307,1.4599999999999937
99,0.4630287253665924,0.6396162590503692,6.376000000000005,13.64,0.20000000000000284,1.4200000000000017
100,0.46546768087387086,0.6284534824371338,6.474000000000004,13.400000000000006,0.18200000000000216,1.5400000000000063
